Case Number,Date Reported,Time Reported,Month Reported,Day of Week Reported,Nature of Call for Service,District,Agency,Report/No Report
B16-19577,5/23/2016,3:13 PM,May,Monday,ABANDONED VEH,LB513,BPD,NO REPORT NEEDED
B16-19572,5/23/2016,3:04 PM,May,Monday,THEFT NP,LB212,BPD,REPORT NEEDED
B16-19573,5/23/2016,2:58 PM,May,Monday,DRUGS IP,LB102,BPD,NO REPORT NEEDED
B16-19571,5/23/2016,2:50 PM,May,Monday,SUSP ACT IP,LB424,BPD,NO REPORT NEEDED
B16-19569,5/23/2016,2:46 PM,May,Monday,SERVICE IP,LB104,BPD,NO REPORT NEEDED
B16-19570,5/23/2016,2:46 PM,May,Monday,INDECENT EXP,LB521,BPD,NO REPORT NEEDED
B16-19567,5/23/2016,2:43 PM,May,Monday,SERVICE IP,LB104,BPD,NO REPORT NEEDED
B16-19568,5/23/2016,2:40 PM,May,Monday,ATL,LB317,BPD,NO REPORT NEEDED
B16-19566,5/23/2016,2:26 PM,May,Monday,VANDALISM NP,LB220,BPD,REPORT NEEDED
B16-19565,5/23/2016,2:24 PM,May,Monday,SUSP ACT IP,LB424,BPD,NO REPORT NEEDED
B16-19564,5/23/2016,2:15 PM,May,Monday,VEH THEFT NP,LB328,BPD,NO REPORT NEEDED
B16-19562,5/23/2016,2:07 PM,May,Monday,FOLLOW UP,LB104,BPD,NO REPORT NEEDED
B16-19563,5/23/2016,2:04 PM,May,Monday,PROPERTY,LB520,BPD,REPORT NEEDED
B16-19561,5/23/2016,1:54 PM,May,Monday,PANHANDLING,LB403,BPD,NO REPORT NEEDED
B16-19560,5/23/2016,1:52 PM,May,Monday,DISTURBANCE IP,LB410,BPD,NO REPORT NEEDED
B16-19559,5/23/2016,1:42 PM,May,Monday,SERVICE IP,LB410,BPD,REPORT NEEDED
B16-19557,5/23/2016,1:30 PM,May,Monday,DISTURBANCE IP,LB103,BPD,NO REPORT NEEDED
B16-19558,5/23/2016,1:26 PM,May,Monday,ANIMAL,LB414,BPD,NO REPORT NEEDED
B16-19555,5/23/2016,1:06 PM,May,Monday,VANDALISM NP,LB214,BPD,REPORT NEEDED
B16-19556,5/23/2016,12:57 PM,May,Monday,SEX ASSAULT NP,LB310,BPD,REPORT NEEDED
B16-19554,5/23/2016,12:56 PM,May,Monday,DISTURBANCE IP,LB326,BPD,NO REPORT NEEDED
B16-19553,5/23/2016,12:49 PM,May,Monday,WELFARE CHK IP,LB416,BPD,NO REPORT NEEDED
B16-19552,5/23/2016,12:31 PM,May,Monday,SERVICE IP,LB405,BPD,NO REPORT NEEDED
B16-19551,5/23/2016,12:26 PM,May,Monday,ACCIDENT PD IP,LB423,BPD,NO REPORT NEEDED
B16-19549,5/23/2016,12:14 PM,May,Monday,THEFT NP,LB521,BPD,NO REPORT NEEDED
B16-19548,5/23/2016,12:08 PM,May,Monday,ACCIDENT PI,LB303,BPD,REPORT NEEDED
B16-19547,5/23/2016,12:01 PM,May,Monday,SERVICE IP,LB521,BPD,NO REPORT NEEDED
B16-19550,5/23/2016,12:00 PM,May,Monday,SERIAL MOTOR CH,LB104,BPD,NO REPORT NEEDED
B16-19545,5/23/2016,11:46 AM,May,Monday,SERVICE IP,LB221,BPD,NO REPORT NEEDED
B16-19544,5/23/2016,11:46 AM,May,Monday,HARASSMENT NP,LB419,BPD,NO REPORT NEEDED
B16-19546,5/23/2016,11:39 AM,May,Monday,ACCIDENT PD IP,LB503,BPD,NO REPORT NEEDED
B16-19543,5/23/2016,11:38 AM,May,Monday,DRUGS IP,LB508,BPD,REPORT NEEDED
B16-19542,5/23/2016,11:19 AM,May,Monday,FOLLOW UP,LB521,BPD,NO REPORT NEEDED
B16-19541,5/23/2016,11:13 AM,May,Monday,FOLLOW UP,LMN02,BPD,NO REPORT NEEDED
B16-19540,5/23/2016,11:10 AM,May,Monday,WELFARE CHK IP,LB329,BPD,NO REPORT NEEDED
B16-19539,5/23/2016,11:08 AM,May,Monday,ABANDONED VEH,LB412,BPD,NO REPORT NEEDED
B16-19538,5/23/2016,10:41 AM,May,Monday,ACCIDENT PD IP,LB304,BPD,REPORT NEEDED
B16-19536,5/23/2016,10:28 AM,May,Monday,ACCIDENT PD IP,LB315,BPD,NO REPORT NEEDED
B16-19537,5/23/2016,10:27 AM,May,Monday,DISTURBANCE NP,LB503,BPD,NO REPORT NEEDED
B16-19535,5/23/2016,10:12 AM,May,Monday,ACCIDENT PI,LB409,BPD,REPORT NEEDED
B16-19534,5/23/2016,10:04 AM,May,Monday,TRAFFIC STOP,LB523,BPD,NO REPORT NEEDED
B16-19533,5/23/2016,9:59 AM,May,Monday,SERVICE IP,LB508,BPD,REPORT NEEDED
B16-19532,5/23/2016,9:57 AM,May,Monday,DISTURBANCE IP,LB218,BPD,NO REPORT NEEDED
B16-19531,5/23/2016,9:44 AM,May,Monday,EXTRA PATROL,LB102,BPD,NO REPORT NEEDED
B16-19529,5/23/2016,9:21 AM,May,Monday,ATL,LB409,BPD,NO REPORT NEEDED
B16-19528,5/23/2016,9:15 AM,May,Monday,ACCIDENT LSA NP,LB304,BPD,REPORT NEEDED
B16-19527,5/23/2016,9:04 AM,May,Monday,PROPERTY,LB513,BPD,NO REPORT NEEDED
B16-19526,5/23/2016,9:02 AM,May,Monday,VANDALISM NP,LB213,BPD,REPORT NEEDED
B16-19525,5/23/2016,8:58 AM,May,Monday,DISTURBANCE IP,LB409,BPD,NO REPORT NEEDED
B16-19524,5/23/2016,8:45 AM,May,Monday,ALARM,LB201,BPD,NO REPORT NEEDED
B16-19523,5/23/2016,8:36 AM,May,Monday,THEFT NP,LB521,BPD,REPORT NEEDED
B16-19522,5/23/2016,8:35 AM,May,Monday,SUSP ACT IP,LB420,BPD,NO REPORT NEEDED
B16-19520,5/23/2016,8:26 AM,May,Monday,ACCIDENT PD IP,LB101,BPD,REPORT NEEDED
B16-19521,5/23/2016,8:25 AM,May,Monday,ATL,LB520,BPD,NO REPORT NEEDED
B16-19530,5/23/2016,8:24 AM,May,Monday,PROPERTY,LB102,BPD,NO REPORT NEEDED
B16-19518,5/23/2016,8:10 AM,May,Monday,VEH THEFT NP,LB421,BPD,REPORT NEEDED
B16-19519,5/23/2016,8:01 AM,May,Monday,VANDALISM NP,LB221,BPD,REPORT NEEDED
B16-19516,5/23/2016,7:31 AM,May,Monday,ALARM,LB302,BPD,NO REPORT NEEDED
B16-19515,5/23/2016,7:18 AM,May,Monday,VANDALISM NP,LB221,BPD,REPORT NEEDED
B16-19517,5/23/2016,7:12 AM,May,Monday,HARASSMENT NP,LB336,BPD,NO REPORT NEEDED
B16-19514,5/23/2016,7:08 AM,May,Monday,TRAFFIC STOP,LB104,BPD,NO REPORT NEEDED
B16-19513,5/23/2016,6:46 AM,May,Monday,WELFARE CHK IP,LB221,BPD,NO REPORT NEEDED
B16-19512,5/23/2016,6:27 AM,May,Monday,ASSIGNED DETAIL,LB410,BPD,NO REPORT NEEDED
B16-19511,5/23/2016,6:23 AM,May,Monday,TRAFFIC STOP,LB102,BPD,NO REPORT NEEDED
B16-19510,5/23/2016,6:19 AM,May,Monday,TRAFFIC STOP,LB524,BPD,NO REPORT NEEDED
B16-19509,5/23/2016,6:06 AM,May,Monday,TRAFFIC STOP,LB103,BPD,NO REPORT NEEDED
B16-19508,5/23/2016,5:33 AM,May,Monday,DISTURBANCE IP,LB404,BPD,REPORT NEEDED
B16-19506,5/23/2016,5:28 AM,May,Monday,ASSIGNED DETAIL,LB503,BPD,NO REPORT NEEDED
B16-19505,5/23/2016,5:25 AM,May,Monday,SUSP ACT IP,LB311,BPD,REPORT NEEDED
B16-19507,5/23/2016,5:24 AM,May,Monday,SERVICE IP,LB104,BPD,NO REPORT NEEDED
B16-19504,5/23/2016,5:07 AM,May,Monday,SUSP ACT IP,LB219,BPD,NO REPORT NEEDED
B16-19503,5/23/2016,4:50 AM,May,Monday,DOMESTIC IP,LB409,BPD,REPORT NEEDED
B16-19502,5/23/2016,4:24 AM,May,Monday,DRUNK,LB409,BPD,NO REPORT NEEDED
B16-19501,5/23/2016,4:23 AM,May,Monday,SUSP ACT IP,LB212,BPD,NO REPORT NEEDED
B16-19500,5/23/2016,4:15 AM,May,Monday,ATL,LB509,BPD,NO REPORT NEEDED
B16-19499,5/23/2016,3:40 AM,May,Monday,SUSP ACT IP,LB102,BPD,NO REPORT NEEDED
B16-19498,5/23/2016,2:40 AM,May,Monday,NOISE,LB519,BPD,NO REPORT NEEDED
B16-19497,5/23/2016,2:37 AM,May,Monday,THEFT IP,LB327,BPD,NO REPORT NEEDED
B16-19496,5/23/2016,2:28 AM,May,Monday,TRAFFIC STOP,LB513,BPD,NO REPORT NEEDED
B16-19495,5/23/2016,1:58 AM,May,Monday,SUSP ACT IP,LB316,BPD,NO REPORT NEEDED
B16-19494,5/23/2016,1:39 AM,May,Monday,DISTURBANCE IP,LB326,BPD,NO REPORT NEEDED
B16-19493,5/23/2016,12:58 AM,May,Monday,THEFT NP,LB101,BPD,REPORT NEEDED
B16-19492,5/23/2016,12:46 AM,May,Monday,SUSP ACT IP,LB310,BPD,NO REPORT NEEDED
B16-19491,5/23/2016,12:27 AM,May,Monday,TRAFFIC STOP,LB318,BPD,NO REPORT NEEDED
B16-19490,5/23/2016,12:11 AM,May,Monday,SUSP ACT IP,LB316,BPD,NO REPORT NEEDED
B16-19489,5/22/2016,11:50 PM,May,Sunday,ATL,LB102,BPD,NO REPORT NEEDED
B16-19488,5/22/2016,11:47 PM,May,Sunday,EXTRA PATROL,LB313,BPD,NO REPORT NEEDED
B16-19487,5/22/2016,11:37 PM,May,Sunday,SUSP ACT IP,LB319,BPD,NO REPORT NEEDED
B16-19486,5/22/2016,11:25 PM,May,Sunday,NOISE,LB310,BPD,NO REPORT NEEDED
B16-19485,5/22/2016,11:22 PM,May,Sunday,NOISE,LB519,BPD,NO REPORT NEEDED
B16-19484,5/22/2016,11:10 PM,May,Sunday,SUSP ACT IP,LB303,BPD,NO REPORT NEEDED
B16-19483,5/22/2016,10:59 PM,May,Sunday,SUSP ACT IP,LB104,BPD,NO REPORT NEEDED
B16-19482,5/22/2016,10:54 PM,May,Sunday,DISTURBANCE IP,LB524,BPD,NO REPORT NEEDED
B16-19481,5/22/2016,10:52 PM,May,Sunday,TRAFFIC STOP,LB410,BPD,NO REPORT NEEDED
B16-19480,5/22/2016,10:09 PM,May,Sunday,MENTAL HEALTH,LB413,BPD,NO REPORT NEEDED
B16-19479,5/22/2016,10:03 PM,May,Sunday,DOMESTIC IP,LB328,BPD,NO REPORT NEEDED
B16-19478,5/22/2016,10:03 PM,May,Sunday,ACCIDENT PD IP,LB303,BPD,REPORT NEEDED
B16-19477,5/22/2016,10:01 PM,May,Sunday,DISTURBANCE IP,LB221,BPD,NO REPORT NEEDED
B16-19476,5/22/2016,9:49 PM,May,Sunday,ATL,LB509,BPD,NO REPORT NEEDED
B16-19475,5/22/2016,9:32 PM,May,Sunday,THEFT NP,LB310,BPD,NO REPORT NEEDED
B16-19474,5/22/2016,9:14 PM,May,Sunday,SERVICE NP,LB103,BPD,NO REPORT NEEDED
B16-19473,5/22/2016,8:57 PM,May,Sunday,HARASSMENT IP,LB221,BPD,NO REPORT NEEDED
B16-19472,5/22/2016,8:45 PM,May,Sunday,ATL,LB314,BPD,NO REPORT NEEDED
B16-19471,5/22/2016,8:34 PM,May,Sunday,DOMESTIC IP,LB518,BPD,NO REPORT NEEDED
B16-19470,5/22/2016,8:15 PM,May,Sunday,VEH THEFT NP,LB102,BPD,NO REPORT NEEDED
B16-19469,5/22/2016,8:00 PM,May,Sunday,DOMESTIC IP,,BPD,NO REPORT NEEDED
B16-19468,5/22/2016,7:43 PM,May,Sunday,MOTORIST ASSIST,LB409,BPD,NO REPORT NEEDED
B16-19467,5/22/2016,7:37 PM,May,Sunday,DOMESTIC IP,LB517,BPD,NO REPORT NEEDED
B16-19465,5/22/2016,7:09 PM,May,Sunday,BURGLARY IP,LB409,BPD,REPORT NEEDED
B16-19466,5/22/2016,7:09 PM,May,Sunday,NOISE,LB316,BPD,NO REPORT NEEDED
B16-19464,5/22/2016,6:41 PM,May,Sunday,TRAFFIC STOP,LB524,BPD,REPORT NEEDED
B16-19463,5/22/2016,6:27 PM,May,Sunday,ATL,LB523,BPD,NO REPORT NEEDED
B16-19462,5/22/2016,6:21 PM,May,Sunday,WELFARE CHK IP,LB221,BPD,NO REPORT NEEDED
B16-19461,5/22/2016,6:18 PM,May,Sunday,JUVENILE,LB517,BPD,NO REPORT NEEDED
B16-19460,5/22/2016,6:12 PM,May,Sunday,TRAFFIC STOP,LB101,BPD,NO REPORT NEEDED
B16-19459,5/22/2016,6:07 PM,May,Sunday,CIVIL NP,LB404,BPD,NO REPORT NEEDED
B16-19458,5/22/2016,6:05 PM,May,Sunday,JUVENILE,LB316,BPD,NO REPORT NEEDED
B16-19457,5/22/2016,5:34 PM,May,Sunday,WEAPONS IP,LB102,BPD,NO REPORT NEEDED
B16-19455,5/22/2016,5:29 PM,May,Sunday,ASSAULT NP,LB410,BPD,REPORT NEEDED
B16-19456,5/22/2016,5:29 PM,May,Sunday,FOLLOW UP,LB336,BPD,NO REPORT NEEDED
B16-19454,5/22/2016,5:19 PM,May,Sunday,SERVICE IP,LB307,BPD,NO REPORT NEEDED
B16-19453,5/22/2016,5:16 PM,May,Sunday,MOTORIST ASSIST,LB414,BPD,NO REPORT NEEDED
B16-19452,5/22/2016,5:04 PM,May,Sunday,SERVICE IP,LB320,BPD,NO REPORT NEEDED
B16-19451,5/22/2016,4:59 PM,May,Sunday,WEAPONS IP,LB427,BPD,NO REPORT NEEDED
B16-19450,5/22/2016,4:50 PM,May,Sunday,THEFT NP,LB517,BPD,REPORT NEEDED
B16-19449,5/22/2016,4:21 PM,May,Sunday,MOTORIST ASSIST,LB509,BPD,NO REPORT NEEDED
B16-19448,5/22/2016,4:19 PM,May,Sunday,FOLLOW UP,LB518,BPD,NO REPORT NEEDED
B16-19447,5/22/2016,4:03 PM,May,Sunday,TRAFFIC STOP,LB513,BPD,NO REPORT NEEDED
B16-19446,5/22/2016,3:42 PM,May,Sunday,TRAFFIC STOP,LB209,BPD,NO REPORT NEEDED
B16-19445,5/22/2016,3:08 PM,May,Sunday,DRUNK,LB104,BPD,NO REPORT NEEDED
B16-19444,5/22/2016,2:46 PM,May,Sunday,SERVICE IP,LB104,BPD,NO REPORT NEEDED
B16-19443,5/22/2016,2:20 PM,May,Sunday,VANDALISM NP,LB221,BPD,NO REPORT NEEDED
B16-19442,5/22/2016,2:08 PM,May,Sunday,FOLLOW UP,LB518,BPD,NO REPORT NEEDED
B16-19441,5/22/2016,1:58 PM,May,Sunday,DISTURBANCE IP,LB518,BPD,NO REPORT NEEDED
B16-19440,5/22/2016,1:57 PM,May,Sunday,TRAFFIC STOP,LB303,BPD,NO REPORT NEEDED
B16-19439,5/22/2016,1:54 PM,May,Sunday,WELFARE CHK IP,LB318,BPD,REPORT NEEDED
B16-19438,5/22/2016,1:52 PM,May,Sunday,THEFT IP,LB410,BPD,NO REPORT NEEDED
B16-19437,5/22/2016,1:44 PM,May,Sunday,TRAFFIC STOP,LB512,BPD,NO REPORT NEEDED
B16-19436,5/22/2016,1:31 PM,May,Sunday,TRAFFIC STOP,LB512,BPD,NO REPORT NEEDED
B16-19435,5/22/2016,1:20 PM,May,Sunday,TRAFFIC STOP,LB512,BPD,NO REPORT NEEDED
B16-19434,5/22/2016,1:08 PM,May,Sunday,TRAFFIC STOP,LB512,BPD,NO REPORT NEEDED
B16-19433,5/22/2016,1:01 PM,May,Sunday,TRAFFIC STOP,LB512,BPD,NO REPORT NEEDED
B16-19432,5/22/2016,12:50 PM,May,Sunday,ABANDONED VEH,LB214,BPD,NO REPORT NEEDED
B16-19431,5/22/2016,12:49 PM,May,Sunday,TRAFFIC STOP,LB519,BPD,NO REPORT NEEDED
B16-19429,5/22/2016,12:35 PM,May,Sunday,FOLLOW UP,LB104,BPD,NO REPORT NEEDED
B16-19428,5/22/2016,12:29 PM,May,Sunday,TRAFFIC STOP,LB512,BPD,NO REPORT NEEDED
B16-19430,5/22/2016,12:24 PM,May,Sunday,THEFT NP,LB212,BPD,REPORT NEEDED
B16-19427,5/22/2016,12:22 PM,May,Sunday,JUVENILE,LB518,BPD,NO REPORT NEEDED
B16-19426,5/22/2016,12:21 PM,May,Sunday,ALARM,LB420,BPD,NO REPORT NEEDED
B16-19425,5/22/2016,12:19 PM,May,Sunday,TRAFFIC STOP,LB519,BPD,NO REPORT NEEDED
B16-19423,5/22/2016,11:57 AM,May,Sunday,JUVENILE,LB523,BPD,NO REPORT NEEDED
B16-19422,5/22/2016,11:55 AM,May,Sunday,ASSAULT NP,LB307,BPD,REPORT NEEDED
B16-19424,5/22/2016,11:49 AM,May,Sunday,NOISE,LB413,BPD,NO REPORT NEEDED
B16-19421,5/22/2016,11:42 AM,May,Sunday,TRAFFIC STOP,LMS29,BPD,NO REPORT NEEDED
B16-19420,5/22/2016,11:34 AM,May,Sunday,PANHANDLING,LB102,BPD,NO REPORT NEEDED
B16-19419,5/22/2016,11:31 AM,May,Sunday,VEH THEFT NP,LB420,BPD,REPORT NEEDED
B16-19417,5/22/2016,11:29 AM,May,Sunday,TRAFFIC STOP,LB403,BPD,NO REPORT NEEDED
B16-19418,5/22/2016,11:19 AM,May,Sunday,THEFT NP,LB305,BPD,REPORT NEEDED
B16-19416,5/22/2016,11:14 AM,May,Sunday,EXTRA PATROL,LB422,BPD,NO REPORT NEEDED
B16-19415,5/22/2016,11:02 AM,May,Sunday,CIVIL IP,LB336,BPD,NO REPORT NEEDED
B16-19414,5/22/2016,10:57 AM,May,Sunday,TRAFFIC STOP,LB405,BPD,NO REPORT NEEDED
B16-19413,5/22/2016,10:49 AM,May,Sunday,TRAFFIC STOP,LB406,BPD,NO REPORT NEEDED
B16-19412,5/22/2016,10:36 AM,May,Sunday,THEFT IP,LB422,BPD,NO REPORT NEEDED
B16-19411,5/22/2016,10:25 AM,May,Sunday,ASSIGNED DETAIL,LB410,BPD,NO REPORT NEEDED
B16-19409,5/22/2016,10:02 AM,May,Sunday,THEFT NP,LB314,BPD,REPORT NEEDED
B16-19408,5/22/2016,9:56 AM,May,Sunday,SERIAL MOTOR CH,LB517,BPD,NO REPORT NEEDED
B16-19407,5/22/2016,9:55 AM,May,Sunday,TRAFFIC STOP,LB5,BPD,NO REPORT NEEDED
B16-19406,5/22/2016,9:55 AM,May,Sunday,TRAFFIC STOP,LB5,BPD,NO REPORT NEEDED
B16-19405,5/22/2016,9:55 AM,May,Sunday,TRAFFIC STOP,LB5,BPD,NO REPORT NEEDED
B16-19404,5/22/2016,9:55 AM,May,Sunday,TRAFFIC STOP,LB5,BPD,NO REPORT NEEDED
B16-19403,5/22/2016,9:55 AM,May,Sunday,TRAFFIC STOP,LB5,BPD,NO REPORT NEEDED
B16-19402,5/22/2016,9:55 AM,May,Sunday,TRAFFIC STOP,LB5,BPD,NO REPORT NEEDED
B16-19401,5/22/2016,9:55 AM,May,Sunday,TRAFFIC STOP,LB5,BPD,NO REPORT NEEDED
B16-19410,5/22/2016,9:44 AM,May,Sunday,THEFT NP,LB212,BPD,REPORT NEEDED
B16-19400,5/22/2016,9:40 AM,May,Sunday,CIVIL NP,LB336,BPD,NO REPORT NEEDED
B16-19399,5/22/2016,9:36 AM,May,Sunday,ALARM,LB412,BPD,NO REPORT NEEDED
B16-19398,5/22/2016,9:26 AM,May,Sunday,TRAFFIC STOP,LB308,BPD,NO REPORT NEEDED
B16-19397,5/22/2016,8:27 AM,May,Sunday,ACCIDENT LSA NP,LB406,BPD,REPORT NEEDED
B16-19396,5/22/2016,7:56 AM,May,Sunday,THEFT NP,LB404,BPD,NO REPORT NEEDED
B16-19395,5/22/2016,7:47 AM,May,Sunday,WELFARE CHK IP,LB317,BPD,NO REPORT NEEDED
B16-19394,5/22/2016,7:10 AM,May,Sunday,NOISE,LB302,BPD,NO REPORT NEEDED
B16-19393,5/22/2016,6:44 AM,May,Sunday,TRAFFIC STOP,LB433,BPD,NO REPORT NEEDED
B16-19392,5/22/2016,6:40 AM,May,Sunday,ALARM,LB309,BPD,NO REPORT NEEDED
B16-19391,5/22/2016,4:55 AM,May,Sunday,ALARM,LB101,BPD,NO REPORT NEEDED
B16-19390,5/22/2016,4:47 AM,May,Sunday,DRUGS IP,LB424,BPD,NO REPORT NEEDED
B16-19389,5/22/2016,4:35 AM,May,Sunday,SUSP ACT IP,LB409,BPD,NO REPORT NEEDED
B16-19388,5/22/2016,3:49 AM,May,Sunday,FIGHT IP,LB517,BPD,NO REPORT NEEDED
B16-19387,5/22/2016,3:46 AM,May,Sunday,NOISE,LB404,BPD,NO REPORT NEEDED
B16-19386,5/22/2016,3:23 AM,May,Sunday,WELFARE CHK IP,LB315,BPD,NO REPORT NEEDED
B16-19385,5/22/2016,3:11 AM,May,Sunday,FIGHT IP,LB104,BPD,NO REPORT NEEDED
B16-19384,5/22/2016,2:57 AM,May,Sunday,MOTORIST ASSIST,LMS27,BPD,NO REPORT NEEDED
B16-19382,5/22/2016,2:47 AM,May,Sunday,SUSP ACT IP,LB336,BPD,NO REPORT NEEDED
B16-19383,5/22/2016,2:35 AM,May,Sunday,NOISE,LB221,BPD,NO REPORT NEEDED
B16-19381,5/22/2016,2:26 AM,May,Sunday,DISTURBANCE IP,LB405,BPD,REPORT NEEDED
B16-19380,5/22/2016,1:41 AM,May,Sunday,NOISE,LB101,BPD,NO REPORT NEEDED
B16-19378,5/22/2016,12:49 AM,May,Sunday,DRUNK,LB408,BPD,NO REPORT NEEDED
B16-19377,5/22/2016,12:46 AM,May,Sunday,WELFARE CHK IP,LB330,BPD,NO REPORT NEEDED
B16-19379,5/22/2016,12:30 AM,May,Sunday,WELFARE CHK IP,LB503,BPD,NO REPORT NEEDED
B16-19376,5/22/2016,12:27 AM,May,Sunday,SUSP ACT IP,LB506,BPD,NO REPORT NEEDED
B16-19375,5/22/2016,12:19 AM,May,Sunday,DOMESTIC IP,LB507,BPD,REPORT NEEDED
B16-19373,5/22/2016,12:11 AM,May,Sunday,SUSP ACT IP,LB506,BPD,REPORT NEEDED
B16-19372,5/22/2016,12:03 AM,May,Sunday,SERVICE IP,LB104,BPD,NO REPORT NEEDED
B16-19374,5/21/2016,11:52 PM,May,Saturday,NOISE,LB102,BPD,NO REPORT NEEDED
B16-19370,5/21/2016,11:40 PM,May,Saturday,FOLLOW UP,LB214,BPD,NO REPORT NEEDED
B16-19369,5/21/2016,11:28 PM,May,Saturday,ANIMAL,LB420,BPD,NO REPORT NEEDED
B16-19371,5/21/2016,11:27 PM,May,Saturday,FOLLOW UP,LB102,BPD,NO REPORT NEEDED
B16-19368,5/21/2016,11:26 PM,May,Saturday,CIVIL NP,LB308,BPD,NO REPORT NEEDED
B16-19367,5/21/2016,11:20 PM,May,Saturday,SERVICE IP,LB104,BPD,NO REPORT NEEDED
B16-19366,5/21/2016,11:18 PM,May,Saturday,WEAPONS IP,LB326,BPD,REPORT NEEDED
B16-19365,5/21/2016,11:13 PM,May,Saturday,PROPERTY,LB404,BPD,NO REPORT NEEDED
B16-19363,5/21/2016,11:03 PM,May,Saturday,DRUNK,LB326,BPD,REPORT NEEDED
B16-19362,5/21/2016,11:02 PM,May,Saturday,SUSP ACT IP,LB422,BPD,NO REPORT NEEDED
B16-19364,5/21/2016,10:48 PM,May,Saturday,NOISE,LB103,BPD,NO REPORT NEEDED
B16-19360,5/21/2016,10:46 PM,May,Saturday,WELFARE CHK IP,LB103,BPD,NO REPORT NEEDED
B16-19361,5/21/2016,10:43 PM,May,Saturday,ATL,LB102,BPD,NO REPORT NEEDED
B16-19359,5/21/2016,10:34 PM,May,Saturday,FOLLOW UP,LB104,BPD,NO REPORT NEEDED
B16-19358,5/21/2016,10:29 PM,May,Saturday,TRAFFIC STOP,LMS27,BPD,REPORT NEEDED
B16-19357,5/21/2016,10:25 PM,May,Saturday,TRAFFIC STOP,LB316,BPD,NO REPORT NEEDED
B16-19356,5/21/2016,10:24 PM,May,Saturday,TRAFFIC STOP,LB406,BPD,NO REPORT NEEDED
B16-19355,5/21/2016,10:13 PM,May,Saturday,TRAFFIC STOP,LB336,BPD,NO REPORT NEEDED
B16-19354,5/21/2016,10:12 PM,May,Saturday,TRAFFIC STOP,LB406,BPD,NO REPORT NEEDED
B16-19353,5/21/2016,9:53 PM,May,Saturday,SUSP ACT IP,LB520,BPD,NO REPORT NEEDED
B16-19352,5/21/2016,9:51 PM,May,Saturday,ASSIGNED DETAIL,LB327,BPD,NO REPORT NEEDED
B16-19351,5/21/2016,9:45 PM,May,Saturday,MISSING PERSON,LB409,BPD,NO REPORT NEEDED
B16-19350,5/21/2016,9:38 PM,May,Saturday,DRUGS NP,LB517,BPD,NO REPORT NEEDED
B16-19349,5/21/2016,9:37 PM,May,Saturday,VANDALISM IP,LB102,BPD,REPORT NEEDED
B16-19346,5/21/2016,9:19 PM,May,Saturday,TRAFFIC STOP,LB406,BPD,NO REPORT NEEDED
B16-19347,5/21/2016,9:13 PM,May,Saturday,THEFT NP,LB328,BPD,REPORT NEEDED
B16-19348,5/21/2016,9:13 PM,May,Saturday,NOISE,LB520,BPD,NO REPORT NEEDED
B16-19345,5/21/2016,9:12 PM,May,Saturday,TRAFFIC STOP,LB212,BPD,NO REPORT NEEDED
B16-19344,5/21/2016,9:02 PM,May,Saturday,FOLLOW UP,LB102,BPD,NO REPORT NEEDED
B16-19342,5/21/2016,9:01 PM,May,Saturday,ASSAULT NP,LB521,BPD,REPORT NEEDED
B16-19343,5/21/2016,8:58 PM,May,Saturday,DOMESTIC IP,LB404,BPD,NO REPORT NEEDED
B16-19341,5/21/2016,8:52 PM,May,Saturday,EXTRA PATROL,LB301,BPD,NO REPORT NEEDED
B16-19337,5/21/2016,8:39 PM,May,Saturday,TRAFFIC STOP,LB417,BPD,NO REPORT NEEDED
B16-19338,5/21/2016,8:38 PM,May,Saturday,WEAPONS IP,LB517,BPD,NO REPORT NEEDED
B16-19339,5/21/2016,8:36 PM,May,Saturday,THEFT NP,LB514,BPD,NO REPORT NEEDED
B16-19340,5/21/2016,8:27 PM,May,Saturday,NOISE,LB212,BPD,NO REPORT NEEDED
B16-19336,5/21/2016,8:23 PM,May,Saturday,SERVICE NP,LB104,BPD,NO REPORT NEEDED
B16-19334,5/21/2016,8:09 PM,May,Saturday,DRUGS IP,LB410,BPD,NO REPORT NEEDED
B16-19333,5/21/2016,8:08 PM,May,Saturday,ATL,LB417,BPD,NO REPORT NEEDED
B16-19332,5/21/2016,7:54 PM,May,Saturday,FIGHT IP,LB406,BPD,NO REPORT NEEDED
B16-19331,5/21/2016,7:48 PM,May,Saturday,HARASSMENT NP,LB102,BPD,NO REPORT NEEDED
B16-19335,5/21/2016,7:47 PM,May,Saturday,BURGLARY NP,LB216,BPD,REPORT NEEDED
B16-19330,5/21/2016,7:44 PM,May,Saturday,WEAPONS IP,LB513,BPD,NO REPORT NEEDED
B16-19328,5/21/2016,7:25 PM,May,Saturday,WELFARE CHK IP,LB212,BPD,REPORT NEEDED
B16-19329,5/21/2016,7:17 PM,May,Saturday,WELFARE CHK IP,LB336,BPD,NO REPORT NEEDED
B16-19327,5/21/2016,7:14 PM,May,Saturday,ANIMAL,LB412,BPD,NO REPORT NEEDED
B16-19326,5/21/2016,7:03 PM,May,Saturday,ANIMAL,LB524,BPD,NO REPORT NEEDED
B16-19325,5/21/2016,6:51 PM,May,Saturday,TRESPASS IP,LB336,BPD,NO REPORT NEEDED
B16-19323,5/21/2016,6:47 PM,May,Saturday,ALARM,LB306,BPD,NO REPORT NEEDED
